"id","speed","travel_time","status","data_as_of","link_id","link_points","encoded_poly_line","encoded_poly_line_lvls","owner","transcom_id","borough","link_name"
"319","26.71","360","0","2025-12-08T10:33:03.000","4362251","40.7537504,-73.744391 40.75605,-73.740851 40.7576705,-73.738391 40.7591904,-73.735841 40.7596604,-73.734851 40.75999,-73.73388 40.7607206,-73.73196 40.76113,-73.731051 40.76178,-73.72999 40.76274,-73.72851 40.7633104,-73.727421 40.7638,-73.72609 40.76408,","}uvwFlebaMkMcUcIkNoH}N}AeEaAaEqC_KqAuDaCsE_EgHqByEaBiGw@kDi@wE","BBBBBBBBBBBBBB","NYC-DOT-Region 10","4362251","Queens","LIE WB LITTLE NECK PKWY - NB CVE"
"405","45.98","58","0","2025-12-08T10:33:03.000","4362314","40.79782,-73.79339 40.793425,-73.79344 40.792794,-73.79337001 40.792,-73.79318 40.79086,-73.79276 40.79086,-73.79276 40.7901,-73.79252001 40.788326,-73.79229001 40.788055,-73.79212001 40.78792001,-73.79197 40.78779,-73.79155 40.78775,-73.79135001 40.78776","ki_xFtwkaMnZH\\\\\\|BM\\\\\\|Ce@bFsA??vCo@bJm@t@a@X]XsAFg@Aq@OgAkFgPw@wI","BBBBBBBBBBBBBBBB","NYC_DOT_LIC","4362314","Queens","TNB S Qns Anchorage - CIP S @ TNB"
"399","23.61","101","0","2025-12-08T10:33:03.000","4456452","40.8011005,-73.92846 40.80151,-73.93066 40.8014,-73.93111 40.8012304,-73.93129 40.80096,-73.93141 40.8007405,-73.93133 40.800501,-73.93106 40.80026,-73.93057 40.81,-73.93002 40.7997606,-73.92972 40.7994205,-73.929511 40.79901,-73.92945 40.79771,-73.929341","{}_xFzcfbMqAvLTxA`@b@t@Vj@On@u@n@aBp@mBp@{@bAi@pAKbGUjCErBTvBf@dB\\\\\\|@rAdAf@v@tAnC","BBBBBBBBBBBBBBBBBBBB","MTA Bridges & Tunnels","4456452","Manhattan","TBB W - FDR S MANHATTAN TRUSS - E116TH STREET"
"381","0","0","-101","2025-12-08T10:33:03.000","4616194","40.608031,-74.13212 40.60759,-74.1409","egzvFt\\\\\\|mcMvA\\\\\\|u@","BB","NYC_DOT_LIC","4616194","Staten Island","SIE E WOOLEY AVENUE - BRADLEY AVENUE"
"350","50.95","162","0","2025-12-08T10:33:03.000","4616196","40.63092,-74.14592 40.62975,-74.14593 40.62877,-74.14579 40.6279506,-74.145671 40.62713,-74.145681 40.62637,-74.14586 40.6254205,-74.14618 40.6247506,-74.146381 40.6241006,-74.146661 40.6234004,-74.14704 40.6226006,-74.147501 40.6217506,-74.148181 40.6208","gv~vF~rpcMhF@bE[bDWbD@vCb@\\\\\\|D~@dCf@`Cv@jCjA~CzAhDfCrDjDfJ~IhDhDxB~AlDlBdEdArDp@jC\\\\\\|BjGvEtBjArCC\\\\\\|BmAtA_Cj@gDXgI^mCnBkD`AiC","BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB","NYC_DOT_LIC","4616196","Staten Island","MLK S - SIE E WALKER STREET - WOOLEY AVENUE"
"435","54.68","110","0","2025-12-08T10:33:03.000","4616198","40.62102,-74.168861 40.6212304,-74.16992 40.6212304,-74.170961 40.6206306,-74.173561 40.6197105,-74.175091 40.6188605,-74.17597 40.61693,-74.1773 40.60685,-74.183361 40.60437,-74.18531 40.6020904,-74.187711","kx\\\\\\|vFjbucMi@rE?nEvBfOvDpHhDnD`KhG~}@zd@nNdKfM~M","BBBBBBBBBB","NYC_DOT_LIC","4616198","Staten Island","WSE N-SIE E SOUTH AVENUE - SOUTH AVENUE"
"384","60.89","115","0","2025-12-08T10:33:03.000","4616199","40.60213,-74.187981 40.60504,-74.185 40.60687,-74.183601 40.6098,-74.181981 40.6157705,-74.17837 40.61719,-74.177821 40.61921,-74.177141 40.620791,-74.175571 40.62154,-74.174191 40.6218804,-74.17309 40.6220405,-74.17158 40.62189,-74.17091 40.6211906,-74.1","ibyvFzyxcMeQsQmJwGiQcIid@qU{GmBsKgC{HyHuCsGcA{E_@mH\eCjCoLaCxK","BBBBBBBBBBBBBB","NYC_DOT_LIC","4616199","Staten Island","SIE W - WSE S SOUTH AVENUE - SOUTH AVENUE"
"439","54.68","52","0","2025-12-08T10:33:03.000","4616200","40.5900505,-74.19356 40.59141,-74.19352 40.59413,-74.19266 40.5984005,-74.19099 40.59978,-74.19014 40.60139,-74.188741 40.60213,-74.187981","yvvvFv\\\\\\|ycMoGG_PkDuYmIsGiDaIwGsCwC","BBBBBBB","NYC_DOT_LIC","4616200","Staten Island","WSE S SOUTH AVENUE - VICTORY BOULEVARD"
"436","61.51","84","0","2025-12-08T10:33:03.000","4616202","40.56058,-74.199581 40.55926,-74.20113 40.5584906,-74.202351 40.55789,-74.20363 40.55738,-74.20496 40.5561606,-74.209741 40.5558905,-74.210551 40.55516,-74.212471 40.55443,-74.213991 40.55386,-74.215 40.5529104,-74.21635 40.55187,-74.21765 40.5509404,-74.","s~pvFjb{cMfGtHxCrFvB~FdBhGrFz\t@`DpC~JpCnHpBhE\\\\\\|DlGnEbGxDxDzMdL","BBBBBBBBBBBBBB","NYC_DOT_LIC","4616202","Staten Island","WSE S ARDEN AVENUE - BLOOMINGDALE ROAD"
"437","0","0","-101","2025-12-08T10:33:03.000","4616203","40.52581,-74.23039 40.52593,-74.228371 40.52611,-74.22745 40.52653,-74.226761 40.5271204,-74.226401 40.529101,-74.22574 40.5309504,-74.22432 40.53188,-74.22409 40.536891,-74.22458 40.5388504,-74.2245 40.5418,-74.22405 40.54379,-74.22338 40.54589,-74.22241","iejvF\\\\\\|badMWsKc@wDsAiCuBgAkKcCqJ{GyDm@i^`BgKOmQyAmKeCcLaE{FoCcHmE","BBBBBBBBBBBBBBB","NYC_DOT_LIC","4616203","Staten Island","WSE S BLLOMINGDALE ROAD - TYRELLAN AVENUE"
"385","45.98","31","0","2025-12-08T10:33:03.000","4616208","40.6077805,-74.14091 40.60826,-74.132101","sezvFtsocM_Bav@","BB","NYC_DOT_LIC","4616208","Staten Island","SIE W BRADLEY AVENUE - WOOLEY AVENUE"
"434","57.78","55","0","2025-12-08T10:33:03.000","4616212","40.6020904,-74.1877 40.600331,-74.18943 40.59783,-74.19099 40.592071,-74.193131 40.5907404,-74.19333 40.5902,-74.19332","abyvFbxxcM~IxIrNvH~b@jLhGf@jBA","BBBBBB","NYC_DOT_LIC","4616212","Staten Island","WSE N VICTORY BLVD - SOUTH AVENUE"
"430","55.3","142","0","2025-12-08T10:33:03.000","4616213","40.5902,-74.19332 40.57748,-74.19046 40.57623,-74.190181 40.5742005,-74.1898 40.57251,-74.189821 40.57162,-74.18998 40.5703306,-74.190391 40.56777,-74.192011 40.5604,-74.19941","wwvvFf{ycMnnA{PxFw@tKkApIBpD^`GpA~NbI`m@fm@","BBBBBBBBB","NYC_DOT_LIC","4616213","Staten Island","WSE N ARDEN AVENUE - VICTORY BLVD"
"431","57.78","86","0","2025-12-08T10:33:03.000","4616214","40.56042,-74.199391 40.55924,-74.20076 40.5585105,-74.20184 40.5579004,-74.203061 40.5571906,-74.204851 40.55606,-74.20935 40.5557304,-74.210451 40.55519,-74.21191 40.554441,-74.21348 40.55369,-74.214801 40.552851,-74.216101 40.5518206,-74.217341 40.55086","s}pvFda{cMjFpGpCvExBrFlCdJ`Fb[`AzEjBbHtCxHtCfGfDbGlEvF~DlE\\\\\\|NvL","BBBBBBBBBBBBBB","NYC_DOT_LIC","4616214","Staten Island","WSE N BLOOMUINGDALE ROAD - ARDEN AVENUE"
"433","0","0","-101","2025-12-08T10:33:03.000","4616215","40.52561,-74.23039 40.5258705,-74.22618 40.5263604,-74.22336 40.52734,-74.22338 40.5371,-74.2243 40.53931,-74.22418 40.5407805,-74.223981 40.54437,-74.22283 40.5466005,-74.22172 40.54831,-74.22059","adjvF\\\\\\|badMs@iYaBsPcEB_\\\\\\|@vDyLWeHg@mUeF}L}EuIaF","BBBBBBBBBB","NYC_DOT_LIC","4616215","Staten Island","WSE N TYRELLAN AVENUE - BLOOMINGDALE ROAD"
"383","55.3","135","-101","2025-12-08T10:33:03.000","4616217","40.6167105,-74.15242 40.61572,-74.15276 40.6148106,-74.152971 40.6140506,-74.15282 40.61301,-74.15227 40.61034,-74.150871 40.6096,-74.150101","m}{vFr{qcMdEbAtDh@vC]nEmBtOwGrCyC","BBBBBBB","NYC_DOT_LIC","4616217","Staten Island","SIE W - MLK N WOOLEY AVENUE - WLAKER STREET"
"258","35.41","120","0","2025-12-08T10:33:03.000","4616220","40.6162405,-74.02612 40.61923,-74.02361 40.62362,-74.019831 40.6248406,-74.019061 40.62579,-74.01859 40.6279004,-74.017721 40.63049,-74.01676 40.63239,-74.016061 40.63336,-74.01586","oz{vFffybMuQuNmZsVsFyC}D}AeLmDeO_E{JkCaEg@","BBBBBBBBB","NYC_DOT_LIC","4616220","Brooklyn","GOW N 92ND STREET - 7TH AVENUE"
"259","4.97","755","0","2025-12-08T10:33:03.000","4616223","40.6756,-74.841 40.67643,-74.001241 40.6772405,-74.001741 40.6783605,-74.002531 40.67925,-74.00331 40.6795705,-74.00341 40.68001,-74.00332 40.6805806,-74.003031 40.6814704,-74.0026 40.68522,-74.76 40.6872004,-73.999811 40.6892206,-73.99885 40.68972,-73.99","omgwFfhtbMeDnAaDbB_F\\\\\\|CqDzC_ARwAQqBy@qDuAmVoJkK}DsK_EcBc@yBAuBb@yBt@","BBBBBBBBBBBBBBBB","NYC_DOT_LIC","4616223","Brooklyn","GOW N 9TH STREET - ATLANTIC AVENUE"
"261","46.6","91","0","2025-12-08T10:33:03.000","4616226","40.61632,-74.0263 40.61928,-74.02375 40.6237206,-74.019951 40.6248,-74.01925 40.62583,-74.018741 40.6279506,-74.017891 40.63065,-74.01698 40.63237,-74.016321 40.6332305,-74.016151","_{{vFjgybMoQ}NwZwVwEkCmEeBgLiD{OuDwIcCkDa@","BBBBBBBBB","NYC_DOT_LIC","4616226","Brooklyn","GOW S 7TH AVENUE - 92ND STREET"
"354","58.4","140","0","2025-12-08T10:33:03.000","4616228","40.8859405,-73.89676 40.88698,-73.89528 40.8876205,-73.89407 40.8884506,-73.89185 40.8891906,-73.889041 40.88976,-73.88773 40.8907504,-73.886441 40.8938205,-73.883351 40.8966206,-73.88065 40.8978505,-73.879821 40.8992805,-73.879331 40.90706,-73.87806 40.9","cppxFv}_bMoEgH_CqFeD{LsCqPqBeGeEaGeRiRoP{OuFeD}GaBso@}FsN}AsD_BcCqBiFaG","BBBBBBBBBBBBBBBB","NYC_DOT_LIC","4616228","Bronx","I-87 NYST S Exit 1 - MDE S Van Cortlandt Park"
"154","43.49","93","0","2025-12-08T10:33:03.000","4616229","40.6757405,-74.00126 40.6765204,-74.0018 40.67817,-74.003221 40.67864,-74.003471 40.67925,-74.0036 40.6796,-74.00358 40.68003,-74.003441 40.6806205,-74.003161 40.68153,-74.00273 40.6853005,-74.891 40.68726,-73.999951 40.6892405,-73.99899 40.68972,-73.9988","kngwFzjtbM{CjBiIzG}Ap@yBXeACuA[uBw@uDuAqVoJgK{DkK_E_Ba@yBEuBj@eCt@","BBBBBBBBBBBBBBBB","NYC_DOT_LIC","4616229","Brooklyn","BQE S - GOW S ALTANTIC AVENUE - 9TH STREET"
"453","47.84","115","0","2025-12-08T10:33:03.000","4616239","40.7714206,-73.83345 40.7702704,-73.8354 40.76924,-73.836711 40.7675005,-73.838271 40.76592,-73.839261 40.7654804,-73.83954 40.7649004,-73.839841 40.76456,-73.83995 40.76418,-73.84001 40.7636705,-73.84 40.7633,-73.839941 40.7626006,-73.839671","kdzwF`rsaMdFdKlEdGzIvHzHdEvAv@rBz@bATjAJdBAhAKjCu@","BBBBBBBBBBBB","NYC_DOT_LIC","4616239","Queens","Whitestone Expwy S Exit 14 (Linden Pl) - VWE S MP8.65 (Exit 13 Northern Blvd)"
"428","54.68","98","0","2025-12-08T10:33:03.000","4616241","40.7626006,-73.839671 40.7613906,-73.83898 40.7610504,-73.83887 40.7605406,-73.83879 40.76001,-73.838821 40.75831,-73.83897 40.75788,-73.8389340.75562,-73.83847 40.75513,-73.83834 40.75455,-73.83811 40.7513,-73.835911 40.75041,-73.8353 40.7498406,-73.8350","gmxwF\\\\\\|xtaMpFiCbAUdBOhBDrI\tAGbM{A`BYrBm@hSwLpDyBpBw@\\\\\\|A_@jBMrCLbEjA~BdBjCvBf@XnAlAbBhAvB\\\\\\|@xAZdBRtABjCItKoBpGmAvTcAfCc@\\\\\\|EeBt`@oP","BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB","NYC_DOT_LIC","4616241","Queens","VWE S MP8.65 (Exit 13 Northern Blvd) - MP6.39 (Exit 11 Jewel Ave)"
"129","56.54","82","0","2025-12-08T10:33:03.000","4616246","40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994","mmdxFjq{aM}Bm\aBwUa@sIeB_\qCq`@sB{Y","BBBBBBB","NYC_DOT_LIC","4616246","Bronx","BE N STRATFORD AVENUE - CASTLE HILL AVE"
"126","50.95","146","0","2025-12-08T10:33:03.000","4616247","40.8271606,-73.84993 40.82771,-73.84671 40.8284105,-73.843471 40.82869,-73.84133 40.8287905,-73.8386 40.82891,-73.837 40.8292,-73.835541 40.82968,-73.834031 40.8305,-73.83239 40.83211,-73.82983 40.83305,-73.82826 40.83366,-73.82693 40.8343006,-73.82571","w`exF~xvaMmBaSkCiSw@iLScPW}Hy@eH_BmHcDeIaIaO{DwHyBiG_CsF_C{BmDuAgDIcC`@gDbAgCZ","BBBBBBBBBBBBBBBBBBB","NYC_DOT_LIC","4616247","Bronx","BE N Castle Hill Avenue - Griswold Ave"
"142","44.11","170","0","2025-12-08T10:33:03.000","4616261","40.83037,-73.85062 40.82996,-73.849251 40.8294605,-73.847771 40.8290406,-73.84645 40.8288104,-73.84523 40.8288104,-73.844191 40.82898,-73.842891 40.8298604,-73.838141 40.83005,-73.836841 40.83006,-73.83578 40.8300205,-73.834511 40.8300906,-73.833971 40.83","ytexFj}vaMpAqGbBgHrAgGl@sF?oEa@cGoDu\e@cGAsEF}FMkBe@{Ci@}AyN}XqEcLyA}B_As@uA}@{AWiBEaBRoEdA}DZ","BBBBBBBBBBBBBBBBBBBBBBBB","NYC_DOT_LIC","4616261","Bronx","BE S Griswold - Castle Hill Avenue"
"160","0","0","-101","2025-12-08T10:33:03.000","4616266","40.8562805,-73.87254 40.8521804,-73.871581 40.8501706,-73.871451 40.8483304,-73.871491 40.8458506,-73.87152 40.84239,-73.872261 40.83964,-73.87291 40.8363,-73.8739 40.8349506,-73.87408 40.83339,-73.87407 40.8319705,-73.873921 40.8298404,-73.873331 40.8268","wvjxFjf{aMrX_EpKYnJFnNDrTrCdP`CzSdElGb@vHAzG]hLuB\\\\\\|Q{A","BBBBBBBBBBBBB","NYC_DOT_LIC","4616266","Bronx","BRP S FORDHAM ROAD - WATSON AVENUE"
"185","45.98","54","0","2025-12-08T10:33:03.000","4616267","40.8304204,-73.850811 40.83156,-73.854671 40.83238,-73.857341 40.83312,-73.859891 40.83335,-73.86046 40.83352,-73.86113 40.8337406,-73.862011 40.83415,-73.86333 40.8345205,-73.86458 40.8350406,-73.866311","cuexFp~vaMcFbWcDtOsC\\\\\\|Nm@pBa@dCk@nDqAfGiAxFgBxI","BBBBBBBBBB","NYC_DOT_LIC","4616267","Bronx","CBE W CASTLE HILL AVENUE - TAYLOR AVENUE"
"178","50.33","165","0","2025-12-08T10:33:03.000","4616297","40.8302204,-73.850641 40.8295305,-73.848401 40.8291004,-73.847491 40.82836,-73.8459 40.8281405,-73.84524 40.8280305,-73.844641 40.827991,-73.843911 40.82804,-73.842981 40.8281906,-73.841761 40.8286304,-73.83844 40.82887,-73.83673 40.8291904,-73.83548 40.8","{sexFn}vaMhC_MtAuDrC}Hj@cCTwBFqCIyD]sFwAwSo@uI_AyFe@wBmAmE}A}DwAsCyFqK{DmH}AuD{D_KeCiCiCmAuDQwC`@kH`B","BBBBBBBBBBBBBBBBBBBBBBBBB","NYC_DOT_LIC","4616297","Bronx","CBE E CASTLE HILL AVE - BE N WATERBURY AVE"
"423","52.81","102","0","2025-12-08T10:33:03.000","4616299","40.7624804,-73.839391 40.76191,-73.839121 40.76153,-73.83892 40.76122,-73.83879 40.7609604,-73.838721 40.76061,-73.838681 40.76024,-73.83869 40.7587705,-73.83884 40.75845,-73.838811 40.7581404,-73.838771 40.7558805,-73.838371 40.75522,-73.8382 40.75473,-7","olxwFdwtaMpBu@jAg@\\\\\\|@Yr@MdAGhA@dH\~@E\\\\\\|@GbMoAbCa@`Be@\\\\\\|Aq@`EaCvMeI\\\\\\|BqAbAa@vA_@dAMhAGjA@jAL\\\\\\|@N\\\\\\|Aj@tBhA~BlBnFnEp@^xAr@vCh@jDJ~AIdAO`GiApFgAvCc@~Qy@rC[nBi@lCeAjKmEpNcGjEkB","BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB","NYC_DOT_LIC","4616299","Queens","VWE N MP6.39 (Exit 11 Jewel Ave) - MP8.65 (Exit 13 Northern Blvd)"
"424","46.6","114","0","2025-12-08T10:33:03.000","4616300","40.77125,-73.833351 40.77065,-73.834421 40.77006,-73.8354 40.769341,-73.83641 40.76874,-73.836931 40.7679705,-73.837601 40.7672504,-73.83798 40.7659105,-73.83889 40.76558,-73.839031 40.7650104,-73.83937 40.7646304,-73.83955 40.764281,-73.83965 40.76377,-7","iczwFlqsaMvBtEtBbEnChEvBfBxCdCnCjAjGtD`AZpBbAjAb@dARdBLnACz@MtBo@","BBBBBBBBBBBBBBBB","NYC_DOT_LIC","4616300","Queens","VWE N MP8.64 (Exit 13 Northern Blvd) - Whitestone Expwy Exit 14 (Linden Pl)"
"177","34.17","125","0","2025-12-08T10:33:03.000","4616309","40.8464305,-73.93213 40.8458904,-73.930331 40.84516,-73.92739 40.84478,-73.925401 40.8447106,-73.92412 40.84478,-73.92246 40.844891,-73.92045 40.8451105,-73.91534 40.8451305,-73.91194 40.8451105,-73.910811 40.84503,-73.909371","eyhxFxzfbMjBiJpCiQjAoKL_GMiIUqKk@}^CgTBcFN_H","BBBBBBBBBBB","NYC_DOT_LIC","4616309","Bronx","CBE E AMSTERDAM AVE(U/LVL) - MORRIS AVE"
"172","31.68","134","0","2025-12-08T10:33:03.000","4616310","40.82495,-73.836211 40.82367,-73.83602 40.8202605,-73.835941 40.81888,-73.835951 40.81555,-73.83628 40.81275,-73.83627 40.8124306,-73.83621140.81201,-73.836031 40.81139,-73.83571 40.79715,-73.82657","gxhxFp{fbMpAiE`@kGhEm[L{FQqIUeKm@}^?gTB{FLgG","BBBBBBBBBBB","NYC_DOT_LIC","4616310","Bronx","CBE AMSTERDAM AVE (L/LVL) - MORRIS AVE"
"167","52.81","121","0","2025-12-08T10:33:03.000","4616312","40.7992604,-73.828251 40.79751,-73.827091 40.795711,-73.8258 40.7932906,-73.82419 40.7925904,-73.82378 40.791681,-73.823501 40.7907606,-73.823421 40.7886106,-73.82362 40.7870405,-73.82414 40.78439,-73.8247 40.78249,-73.825031 40.7817,-73.82527 40.78065,-7","kr_xFpqraM\\\\\\|IgFfJaGbNaIjCqAtDw@vDOlLf@xHfBpOnBzJ`A\\\\\\|Cn@pEfBz[\\\\\\|O\\\\\\|HzEtBdBnElFhElHbAxB","BBBBBBBBBBBBBBBBBBB","NYC_DOT_LIC","4616312","Queens","BWB S Queens Anchorage - WSE S Exit 14 (Linden Pl)"
"257","11.18","1084","0","2025-12-08T10:33:03.000","4616318","40.6333906,-74.01586 40.634,-74.015921 40.63445,-74.01605 40.6349304,-74.0163 40.6354904,-74.016831 40.6363404,-74.0181 40.6376906,-74.020311 40.63817,-74.02093 40.6386004,-74.02127 40.6391604,-74.02155 40.63971,-74.02163 40.6402406,-74.021561 40.6409304,","ue_wFbfwbMyBJyAX_Bp@oBhBiD\\\\\\|FmGxL_BzBuAbAoBv@mBNiBMiCaAuCcCuD_EmMiM{V{Wq~@_aAmb@wc@qB_BkDsA{BQkDN}FrBqX\\\\\\|NsFvC_FnCuAn@","BBBBBBBBBBBBBBBBBBBBBBBBBBBB","NYC_DOT_LIC","4616318","Brooklyn","GOW N 7TH AVENUE - 9TH STREET"
"262","44.11","286","0","2025-12-08T10:33:03.000","4616319","40.6332305,-74.016151 40.63391,-74.01613 40.6343505,-74.016241 40.63485,-74.016501 40.63533,-74.01694 40.63622,-74.01827 40.6375704,-74.02046 40.63803,-74.021071 40.6385,-74.02146 40.63908,-74.02173 40.63967,-74.02185 40.64036,-74.02172 40.64103,-74.02143","ud_wF\\\\\\|gwbMgCCwATcBr@_BvAqDhGmGtL{AxB}AlAsBt@uBViCYeCy@wBqAkCeCeOcP_WgXm~@aaAmb@yc@cBuAwCqAmCUoDPuFdBsX`OwFlCaFzC{BvA","BBBBBBBBBBBBBBBBBBBBBBBBBBBB","NYC_DOT_LIC","4616319","Brooklyn","GOW S 9TH STREET - 7TH AVENUE"
"204","55.3","209","0","2025-12-08T10:33:03.000","4616320","40.7894406,-73.786291  40.78918,-73.78792  40.78876,-73.789521  40.7882704,-73.790631  40.7872906,-73.79263  40.7866804,-73.7941  40.7864,-73.794901  40.7861204,-73.796241  40.78602,-73.79693  40.78596,-73.79837  40.78615,-73.80182  40.786331,-73.80525  4","_u}wFhkjaMr@dI~A~HtA\\\\\\|EbEnKxBdHv@~Cv@jGRhCJ~G[pTm@lT}@nS[vB@p@]dHiAlPo@tEiA\\\\\\|Fu@nCoDvKiAhFa@`DSxCAbAFfAb@lB`AbBjBjA??xHfBpOnBzJ`A\\\\\\|Cn@pEfBz[\\\\\\|O\\\\\\|HzEtBdBrEjFjEjHhAzB","BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB","NYC_DOT_LIC","4616320","Queens","CIP N TNB - Whitestone Expwy S Exit 14 (Linden Pl)"
"106","0","0","-101","2025-12-08T10:33:03.000","4616323","40.77158,-73.994441 40.7713004,-73.99455 40.77085,-73.99467 40.76997,-73.99481 40.7701604,-73.99477 40.76986,-73.994831 40.7695406,-73.99496 40.769341,-73.99508 40.768311,-73.9958 40.768311,-73.9958 40.76623,-73.99733 40.76623,-73.99733 40.76547,-73.9979","kezwFf`sbMv@TxAVnDZe@Gz@J~@Xf@VlEnC??~KpH??vCpB??zEbD??dC`B","BBBBBBBBBBBBBBBBB","NYC_DOT_LIC","4616323","Manhattan","12th Ave S 57th St - 45th St"
"3","0","0","-101","2025-12-08T10:33:03.000","4616324","40.76375,-73.999191 40.763521,-73.99935 40.7620804,-74.00136 40.75985,-74.00306 40.75775,-74.00457 40.75775,-74.00457 40.75576,-74.00601 40.7544904,-74.006921 40.7538404,-74.007241 40.75415,-74.00712 40.7502804,-74.00848 40.74833,-74.007771 40.74114,-74.0","mtxwF\\\\\\|}sbMl@^~GpK\\\\\\|LrIbLlH??lK~G\\\\\\|FtD`C~@}@WdWnGdKmC\\\\\\|k@~G`CRzElC","BBBBBBBBBBBBBBB","NYC_DOT_LIC","4616324","Manhattan","12th ave @ 45th - 11 ave ganservoort st"
"217","20.5","486","0","2025-12-08T10:33:03.000","4616328","40.71141,-73.97866 40.712,-73.97793 40.712661,-73.977511 40.71379,-73.976931 40.7150904,-73.976251 40.7164,-73.9756 40.7172404,-73.975231 40.7182305,-73.97497 40.7200604,-73.97471 40.72158,-73.97453 40.7223506,-73.974331 40.72328,-73.973801 40.72504,-73.9","w~mwFjisbMc@}HkCe^gBoZe@iQe@mJSaBYmA_A{BuBqCcCsAaFsBcGgCeGaCgDiAeEs@mJs@oHc@yCg@yDiB_J{EiFeCyDq@yE]gB?eALiA\eAz@yBdCuBbCcAl@}D`AeDl@kNvBaAF}AMeBc@","BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB","NYC_DOT_LIC","4616328","Manhattan","FDR N Catherine Slip - 25th St"
"215","12.42","532","0","2025-12-08T10:33:03.000","4616329","40.7369006,-73.974651 40.73868,-73.973391 40.73897,-73.97323 40.73955,-73.97298 40.7415304,-73.97247 40.7423406,-73.97229 40.7428504,-73.97213 40.74338,-73.971871 40.7440804,-73.97141 40.7446706,-73.97103 40.7455605,-73.970301 40.7465204,-73.96929 40.7472","slswFpdobMcJ{Fy@_@sBq@kKeBaDc@eB_@iBs@kC{AuBkAqDqC_EiEyCuCcDaCeT}PuJuIrAhAcE{CaEkDcEkFsEiD}FiEiHoFcAwA}BoD","BBBBBBBBBBBBBBBBBBBBBBBBB","NYC_DOT_LIC","4616329","Manhattan","FDR N 25th - 63rd St"
"222","41.01","166","0","2025-12-08T10:33:03.000","4616332","40.7606904,-73.956791 40.7601606,-73.95751 40.75941,-73.9582 40.758081,-73.959251 40.75674,-73.96034 40.75594,-73.960941 40.7548505,-73.9623 40.7535,-73.96347 40.7530804,-73.963941 40.7527204,-73.96419 40.75171,-73.96518 40.75041,-73.96625 40.7492,-73.967","iaxwF\\\\\\|tkbMhBnCtChChGpEjGxE~CvBxEnGlGhFrA\\\\\\|AfAp@hEdEbGtEpF~DzE\\\\\\|DvGhFlGhG~CxB\\\\\\|EjC~BfA`Dv@zMfBxAd@bChApBrA~DfC","BBBBBBBBBBBBBBBBBBBBBBBBB","NYC_DOT_LIC","4616332","Manhattan","FDR S 63rd - 25th St"
"221","43.49","234","0","2025-12-08T10:33:03.000","4616333","40.736971,-73.97477 40.73651,-73.975011 40.73595,-73.97506 40.73512,-73.974911 40.734061,-73.974611 40.7327304,-73.974281 40.731711,-73.97403 40.7313705,-73.973851 40.73096,-73.97359 40.73067,-73.97328 40.73019,-73.972671 40.72966,-73.972181 40.72914,-73.","amswFheobMzAn@nBHdD]rE{@hGaAjEq@bAc@pAs@x@}@~AyBhBaBfB{@vBU~ADpBNnCXnB`@zCpAtEdCjE`CxBhAvAl@hC\pCPbDPlDPpDZ\\\\\\|B\\\\\\\|Cz@fA\XVbGzBpElBfIfDpAz@dBvBl@lAf@dC`@`EVtKXnIj@dKt@vN\\\\\\|@tL\\\\\\|AvSh@lH","BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB","NYC_DOT_LIC","4616333","Manhattan","FDR S 25th St - Catherine Slip"
"4","0","0","-101","2025-12-08T10:33:03.000","4616338","40.7607,-74.002141 40.76212,-74.91 40.76335,-73.999271 40.76491,-73.99805 40.7667406,-73.996681 40.7693,-73.994801 40.7699605,-73.994521 40.7710104,-73.99438 40.7715106,-73.9942","kaxwFjptbM{GuFuFgIwHsFmJqG_OwJcCw@qE[cBc@","BBBBBBBBB","NYC_DOT_LIC","4616338","Manhattan","12th Ave N 40th - 57th St"
"149","21.74","330","0","2025-12-08T10:33:03.000","4616339","40.6916,-73.99915 40.69236,-73.99939 40.69272,-73.999411 40.69328,-73.99929 40.6940504,-73.999001 40.694461,-73.998831 40.694931,-73.99862 40.69543,-73.99836 40.69592,-73.99813 40.69675,-73.99772 40.6977506,-73.997251 40.698871,-73.996721 40.6993606,-73.9","oqjwFt}sbMwCn@gABoBWkF{AaE}AaBm@mJoDaI}Co@UoAmAyAwBiBiDi@eBg@yB_@mBS{BAuCBeARoCb@{Ej@aA~@_@t@HVXD^C`@u@hBWl@qCtDgChDsH`KyKtNcNjQaCfDiBnCaCrD","BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB","NYC_DOT_LIC","4616339","Manhattan","BQE N Atlantic Ave - BKN Bridge Manhattan Side"
